event_id,rf_score,if_score,behavior_score,risk_score,actual_label,risk_level
86,0.0,0.027136675445026164,0.20998262133086848,0.05013752689968155,0,NORMAL
87,0.96,0.6604663886945535,0.9930549258508115,0.8767509017785283,1,CRITICAL
88,0.5,0.7773228929763288,1.0,0.6831968678928986,1,HIGH
89,0.0,0.014765621785337295,0.2152169703053154,0.047473080596664274,0,NORMAL
90,0.0,0.21362492480649506,0.3004836195884762,0.12418420135964375,0,NORMAL
91,0.0,0.015395811983706974,0.17638712697844774,0.039896168990801645,0,NORMAL
92,0.0,0.0061113022009569975,0.2074778549386628,0.043328961648019665,0,NORMAL
93,1.0,0.6732522712755235,1.0,0.9019756813826569,1,CRITICAL
94,0.22,0.5576012479675048,0.7310961634067643,0.4234996070716043,1,WATCH
95,0.06,0.07051724043612713,0.2136558197335127,0.09388633607754068,1,NORMAL
96,0.38,0.12854742377224404,0.2780219516265489,0.28416861745698296,0,NORMAL
97,0.0,0.007815432513917303,0.18137380659009614,0.03861939107219442,0,NORMAL
98,0.0,0.17825756358994327,0.2262037288271723,0.09871801484241743,0,NORMAL
99,0.92,0.8450742261594041,1.0,0.9135222678478212,1,CRITICAL
100,1.0,0.636544193595609,1.0,0.8909632580786826,1,CRITICAL
101,0.95,0.8984873383490847,1.0,0.9445462015047255,1,CRITICAL
102,0.14,0.3033988640040749,0.21143599528336304,0.20330685825789507,1,NORMAL
103,1.0,0.6895542466166635,1.0,0.9068662739849991,1,CRITICAL
104,1.0,0.6766981975988006,1.0,0.9030094592796403,1,CRITICAL
105,0.0,0.09519844796540046,0.22351920094533698,0.07326337457868753,0,NORMAL
106,1.0,0.6963274973493223,1.0,0.9088982492047968,1,CRITICAL
107,0.23,0.37355904452982835,0.28507480326018214,0.28408267401098497,1,NORMAL
108,0.0,0.02489874756796319,0.20417969744990958,0.04830556376037087,0,NORMAL
109,1.0,0.6766981975988006,1.0,0.9030094592796403,1,CRITICAL
110,0.0,0.050535304299571204,0.19585850046884526,0.054332291383640416,0,NORMAL
111,0.0,0.05308292119056642,0.1772212575312884,0.05136912786342761,0,NORMAL
112,1.0,0.6930352704889862,1.0,0.9079105811466959,1,CRITICAL
113,0.13,0.43786854651834456,0.4668711476850767,0.28973479349251874,1,NORMAL
114,0.14,0.44939542404457694,0.4818771546984867,0.30119405815307043,1,WATCH
115,0.0,0.027306844327250227,0.23019965321761773,0.05423198394169861,0,NORMAL
116,1.0,0.8949708559693886,1.0,0.9684912567908166,1,CRITICAL
117,0.0,0.008750759634819628,0.18542607081381024,0.039710442053207944,0,NORMAL
118,0.98,0.44268363019431084,0.44384933895622,0.7115749568495372,1,HIGH
119,1.0,0.6477399660656872,1.0,0.8943219898197061,1,CRITICAL
120,0.16,0.23469630971123281,0.20936087447084856,0.19228106780753956,1,NORMAL
121,0.0,0.02823255860551117,0.21547186667565166,0.051564140916783685,0,NORMAL
122,0.85,0.5361618191612965,0.7720099403760265,0.7402505338235943,1,HIGH
123,0.93,0.8387153278477124,1.0,0.9166145983543137,1,CRITICAL
124,1.0,0.6810450455911929,1.0,0.9043135136773579,1,CRITICAL
125,0.02,0.37210003978599243,0.5063581516471714,0.22290164226523201,0,NORMAL
126,0.0,0.19083100204140965,0.3852121772992856,0.13429173607228,0,NORMAL
127,0.12,0.22009636041634595,0.20887969715438248,0.1678048475557803,1,NORMAL
128,1.0,0.6906485571519654,1.0,0.9071945671455897,1,CRITICAL
129,0.0,0.029417427820124006,0.20493445653840975,0.04981211965371916,0,NORMAL
130,0.0,0.17500614645068596,0.1843610339056667,0.08937405071633912,0,NORMAL
131,0.0,0.15209388711858934,0.1862267920223794,0.08287352454005269,0,NORMAL
132,0.0,0.16574948436651374,0.29384361351812205,0.10849356801357854,0,NORMAL
133,0.34,0.7249841971925448,1.0,0.5874952591577635,1,WATCH
134,0.0,0.003496951863908021,0.17313536144728003,0.03567615784862842,0,NORMAL
135,0.22,0.6272518434199282,1.0,0.4981755530259785,1,WATCH
136,0.0,0.07085031215106637,0.22424033135075497,0.0661031599154709,0,NORMAL
137,1.0,0.6930352704889862,1.0,0.9079105811466959,1,CRITICAL
138,0.09,0.22762284115356587,0.2137714748515574,0.15604114731638125,1,NORMAL
139,0.54,0.7420776316658116,1.0,0.6926232894997435,1,HIGH
140,0.0,0.005402292548586201,0.20096602883834433,0.04181389353224473,0,NORMAL
141,0.0,0.03706827720985588,0.2160846895655283,0.05433742107606242,0,NORMAL
142,0.0,0.18668300289172313,0.22531798720547955,0.10106849830861285,0,NORMAL
143,1.0,0.6775897807706445,1.0,0.9032769342311933,1,CRITICAL
144,1.0,0.6959682980176445,1.0,0.9087904894052934,1,CRITICAL
145,0.47,0.5109838145882405,0.5450506710009954,0.49730527857667123,1,WATCH
146,1.0,0.5662831154480856,0.6149021078754205,0.7928653562095098,1,HIGH
147,0.735,0.8374650303436256,1.0,0.8187395091030876,1,CRITICAL
148,1.0,0.6732522712755235,1.0,0.9019756813826569,1,CRITICAL
149,0.0,0.010624472057306052,0.19359829288942199,0.04190700019507621,0,NORMAL
150,0.22,0.5878665830735785,0.9346540336840977,0.4732907816588931,1,WATCH
151,0.22,0.5078533176085126,0.48485732815584076,0.3593274609137219,1,WATCH
152,1.0,0.8859595630574691,1.0,0.9657878689172408,1,CRITICAL
153,0.71,0.7178076557122168,1.0,0.770342296713665,1,HIGH
154,0.06,0.1691354623678726,0.2070020692215091,0.12214105255466359,1,NORMAL
155,0.0,0.014686222926555238,0.1496311535035875,0.03433209757868407,0,NORMAL
156,1.0,0.7007275409544361,1.0,0.9102182622863308,1,CRITICAL
157,0.43,0.5643409823098654,0.7890095752448236,0.5421042097419244,1,WATCH
158,1.0,0.6477399660656872,1.0,0.8943219898197061,1,CRITICAL
159,1.0,0.8509242672809514,1.0,0.9552772801842855,1,CRITICAL
160,1.0,0.886360803992781,1.0,0.9659082411978344,1,CRITICAL
161,1.0,0.6917436083333273,1.0,0.9075230824999982,1,CRITICAL
162,1.0,0.8569500595904027,1.0,0.9570850178771209,1,CRITICAL
163,1.0,0.9087856111363748,1.0,0.9726356833409124,1,CRITICAL
164,1.0,0.6955098019704881,1.0,0.9086529405911463,1,CRITICAL
165,0.29,0.42513569008761243,0.35892874744064407,0.34432645651441257,1,WATCH
166,1.0,0.8556194948843584,1.0,0.9566858484653076,1,CRITICAL
167,1.0,0.8898987465033182,1.0,0.9669696239509955,1,CRITICAL
168,0.23,0.44058431499009443,0.3634374122060485,0.31986277693823806,1,WATCH
169,0.0,0.027996651811709676,0.1872777951276871,0.045854554569050326,0,NORMAL
170,1.0,0.8836893266991379,1.0,0.9651067980097414,1,CRITICAL
171,0.08,0.48978825821619865,0.6828731064903588,0.3235110987629314,1,WATCH
172,0.0,0.11730943143525048,0.2533422734610017,0.08586128412277548,0,NORMAL
173,1.0,0.6873678454808118,1.0,0.9062103536442436,1,CRITICAL
174,1.0,0.7007275409544361,1.0,0.9102182622863308,1,CRITICAL
175,0.47,0.5109838145882405,0.5453621384925614,0.49736757207498444,1,WATCH
176,0.0,0.0262983197790565,0.1878281064841796,0.04545511723055287,0,NORMAL
177,1.0,0.9018305067995801,1.0,0.9705491520398739,1,CRITICAL
178,1.0,0.9046953416191761,1.0,0.9714086024857529,1,CRITICAL
179,0.11,0.24251191385469792,0.22185150612840554,0.17212387538209048,1,NORMAL
180,0.0,0.24354801574161522,0.26519692605869605,0.12610378993422378,0,NORMAL
181,0.94,0.49941174931233334,0.6098480958192014,0.7417931439575403,1,HIGH
182,0.0,0.15765606698360538,0.33423097603604446,0.11414301530229051,0,NORMAL
183,0.0,0.21048784578163002,0.3990705132873827,0.14296045639196553,0,NORMAL
184,0.0,0.013630302988850644,0.19540100000736682,0.04316929089812856,0,NORMAL
185,0.0,0.1375209309230586,0.3130630112956099,0.10386888153603957,0,NORMAL
186,0.06,0.08720539186842181,0.20299698235428093,0.09676101403138274,1,NORMAL
187,1.0,0.6815587581596242,1.0,0.9044676274478873,1,CRITICAL
188,1.0,0.6392378013420768,1.0,0.8917713404026231,1,CRITICAL
189,0.0,0.18645952068414412,0.3831541077660059,0.13256867775844441,0,NORMAL
190,1.0,0.6810450455911929,1.0,0.9043135136773579,1,CRITICAL
191,0.0,0.007892953063692329,0.194929053960365,0.0413536967111807,0,NORMAL
192,0.08,0.48978825821619865,0.670588991019533,0.3210542756687662,1,WATCH
193,1.0,0.6954315807989436,1.0,0.908629474239683,1,CRITICAL
194,0.0,0.1812321258882165,0.2359298698189333,0.1015556117302516,0,NORMAL
195,0.0,0.022348343737878435,0.1977359601267229,0.04625169514670811,0,NORMAL
196,0.04,0.26166556462321167,0.2421510479863309,0.14692987898422968,0,NORMAL
197,0.29,0.36754471776131437,0.24773445618402126,0.3048103065651986,0,WATCH
198,0.22,0.27222287018705454,0.21699056268442338,0.23506497359300105,1,NORMAL
199,1.0,0.6358723525990693,1.0,0.8907617057797208,1,CRITICAL
200,0.0,0.24241672665517694,0.17071295282272766,0.10686760856109861,1,NORMAL
201,0.37,0.6863319444138481,0.7005521826851531,0.531010019861185,1,WATCH
202,0.0,0.04232579701919926,0.18441266722974983,0.04958027255170974,0,NORMAL
203,0.5,0.8110135860493428,1.0,0.6933040758148028,1,HIGH
204,0.0,0.019807647176919428,0.1834598050621757,0.042634255165510976,0,NORMAL
205,0.0,0.02348785078368514,0.20921303679081374,0.0488889625932683,0,NORMAL
206,1.0,0.9087856111363748,1.0,0.9726356833409124,1,CRITICAL
207,1.0,0.6424207214124925,1.0,0.8927262164237477,1,CRITICAL
208,0.33,0.8494548438951153,1.0,0.6198364531685345,1,HIGH
209,0.0,0.006468630522587475,0.21264479907193556,0.04446954897116336,0,NORMAL
210,0.0,0.009771426386098573,0.18306114901356638,0.039543657718542846,0,NORMAL
211,0.45,0.6091728459690574,0.6538576442805926,0.5385233826468357,1,WATCH
212,0.25,0.27133016415632977,0.3602308412428041,0.27844521749545975,1,NORMAL
213,0.0,0.044482731177630436,0.18908747727328204,0.05116231480794554,0,NORMAL
214,0.0,0.043589344166289935,0.18423399636444623,0.04992360252277622,0,NORMAL
215,0.05,0.2777624344544397,0.22390723247873148,0.15311017683207823,0,NORMAL
216,1.0,0.417638594141603,0.3330689396612652,0.6919053661747339,1,HIGH
217,0.0,0.01863877417065263,0.1915015583640496,0.04389194392400571,0,NORMAL
218,0.03,0.34552052151768603,0.3823045668754538,0.19511706983039656,0,NORMAL
219,0.0,0.022432134583705698,0.2019163996635744,0.047112920307826586,0,NORMAL
220,0.11,0.23205645526743704,0.21421608559660996,0.16746015369955308,1,NORMAL
221,0.0,0.023416781879431903,0.20440235141248,0.047905504846325574,0,NORMAL
222,0.0,0.006698530796697235,0.17116484829530987,0.03624252889807114,0,NORMAL
223,0.18,0.4260927991244936,0.6056310211084471,0.3389540439590375,0,WATCH
224,1.0,0.6873678454808118,1.0,0.9062103536442436,1,CRITICAL
225,0.0,0.005766341955708398,0.1847831784681062,0.03868653828033376,0,NORMAL
226,0.82,0.234157549169522,0.23308609943070782,0.5268644846369981,1,WATCH
227,0.0,0.06998125835790898,0.1944861422431409,0.059891605956000876,0,NORMAL
228,1.0,0.8453193803258051,1.0,0.9535958140977414,1,CRITICAL
229,0.0,0.21521027795590195,0.3499645890957697,0.13455600120592454,0,NORMAL
230,0.0,0.04863010562799676,0.20412211002939135,0.0554134536942773,0,NORMAL
231,0.15,0.4421909063322639,0.792196153385293,0.36609650257673776,0,WATCH
232,0.28,0.5950179973279264,0.8413508971098346,0.4867755786203449,1,WATCH
233,0.07,0.3033416821245805,0.3749442760263594,0.20099135984264604,1,NORMAL
234,0.02,0.143335851796631,0.22806557633895358,0.09861387080678002,0,NORMAL
235,1.0,0.7177185860665076,1.0,0.9153155758199523,1,CRITICAL
236,1.0,0.6176274146142633,0.6072613444622387,0.8067404932767267,1,CRITICAL
237,0.2,0.6884060609326039,0.7855009758187894,0.4636220134435391,1,WATCH
238,0.16,0.45946479710819255,0.7942197375345541,0.37668338663936857,0,WATCH
239,0.57,0.5583984566655313,0.5101743571810515,0.5545544084358698,1,WATCH
240,0.17,0.4872123976633011,0.609470288481083,0.3530577769952069,1,WATCH
241,0.0,0.15353322160558536,0.28888972537284596,0.1038379115562448,0,NORMAL
242,0.0,0.13463163352653532,0.28734763268672453,0.0978590165953055,0,NORMAL
243,0.33,0.7403416678977337,1.0,0.5871025003693202,1,WATCH
244,1.0,0.6766981975988006,1.0,0.9030094592796403,1,CRITICAL
245,1.0,0.8717946685742625,1.0,0.9615384005722787,1,CRITICAL
246,0.04,0.10900846054055967,0.16156776534399314,0.08501609123096653,0,NORMAL
247,0.12,0.5480756610874563,0.5887709543229009,0.34217688919081707,1,WATCH
248,1.0,0.8781499884623872,1.0,0.9634449965387162,1,CRITICAL
249,1.0,0.8452708504644636,1.0,0.953581255139339,1,CRITICAL
250,0.0,0.024906963917329425,0.194603873554175,0.04639286388603383,0,NORMAL
251,0.0,0.14413810014044762,0.23937966499563781,0.09111736304126186,0,NORMAL
252,0.01,0.16206206422845304,0.29730947830514504,0.11308051492956492,0,NORMAL
253,0.08,0.12899929121007528,0.151930975584375,0.10908598247989758,1,NORMAL
254,0.0,0.20456482532934617,0.4002238142713607,0.141414210453076,0,NORMAL
255,1.0,0.886360803992781,1.0,0.9659082411978344,1,CRITICAL
256,1.0,0.9212504244002296,1.0,0.9763751273200689,1,CRITICAL
257,0.7066666666666667,0.8904209270924006,1.0,0.8204596114610534,1,CRITICAL
258,0.0,0.004460719047584396,0.18973149033536774,0.03928451378134887,0,NORMAL
259,0.15,0.5490742167583509,0.5515072886385521,0.3500237227552157,1,WATCH
260,0.0,0.014137658257316148,0.21743202077954285,0.047727701633103414,0,NORMAL
261,0.0,0.013050020374543383,0.19364724130266514,0.042644454372896046,0,NORMAL
262,0.0,0.21396619420093035,0.3017828316050077,0.12454642458128065,1,NORMAL
263,0.0,0.048272812131086196,0.1806806869735983,0.050617981034045516,0,NORMAL
264,1.0,0.6761327211060905,1.0,0.9028398163318272,1,CRITICAL
265,1.0,0.7119075985666633,1.0,0.913572279569999,1,CRITICAL
266,1.0,0.9001656348336695,1.0,0.9700496904501008,1,CRITICAL
267,0.14,0.29602716966206094,0.21312347319855907,0.20143284553833007,1,NORMAL
268,0.0,0.28426829780386437,0.28189720367828774,0.14165993007681688,0,NORMAL
269,0.0,0.020261393059740843,0.18104222867874878,0.04228686365367201,0,NORMAL
270,1.0,0.510330825802927,0.77997201300844,0.8090936503425661,1,CRITICAL
271,1.0,0.6392378013420768,1.0,0.8917713404026231,1,CRITICAL
272,0.0,0.006468630522587475,0.21297226237742414,0.044535041632261074,0,NORMAL
273,1.0,0.8903008591081201,1.0,0.9670902577324361,1,CRITICAL
274,1.0,0.6904274222590321,0.9980914110159134,0.9067465088808923,1,CRITICAL
275,1.0,0.6861138114675998,1.0,0.9058341434402799,1,CRITICAL
276,0.16,0.4486381626471014,0.793823305399888,0.373356109874108,0,WATCH
277,0.18,0.7349707579309326,0.7487115036601627,0.4602335281113123,1,WATCH
278,0.0,0.022065188271178232,0.20181459960335518,0.046982476402024506,0,NORMAL
279,1.0,0.6949916347949596,1.0,0.9084974904384879,1,CRITICAL
280,1.0,0.6930352704889862,1.0,0.9079105811466959,1,CRITICAL
281,0.09,0.24161120792333826,0.18694183672610185,0.15487172972222185,0,NORMAL
282,0.06,0.422348816167784,0.4428064498440401,0.24526593481914322,1,NORMAL
283,0.17,0.3449273982415594,0.4078189544188433,0.2700420103562365,1,NORMAL
284,0.9123333333333334,0.7611559547622521,1.0,0.8845134530953422,1,CRITICAL
285,1.0,0.9149574687897535,1.0,0.974487240636926,1,CRITICAL
286,0.0,0.05544728957587567,0.20044237262828413,0.05672266139841953,0,NORMAL
287,0.1,0.5698220189737355,0.601450875940991,0.34123678088031884,1,WATCH
288,1.0,0.6873678454808118,1.0,0.9062103536442436,1,CRITICAL
289,0.0,0.07330000625279155,0.2010863794575916,0.062207277767355795,0,NORMAL
290,0.32,0.8384867687645872,1.0,0.6115460306293761,1,HIGH
291,0.0,0.02372863299831869,0.20851423994521523,0.048821437888538655,0,NORMAL
292,0.81,0.6709176573349253,0.9659607448491964,0.7994674461703168,1,HIGH
293,0.37,0.5624582195060533,0.7923447860543023,0.5122064230626764,1,WATCH
294,0.0,0.05811526967816023,0.19579735885321634,0.056594052674091344,0,NORMAL
295,0.0,0.011401858341487185,0.16648510894090718,0.03671757929062759,0,NORMAL
296,0.17,0.4622824507391508,0.8168746017496302,0.3870596555716713,0,WATCH
297,0.78,0.717594526477092,1.0,0.8052783579431275,1,CRITICAL
298,0.0,0.03144013677111262,0.2149980190314038,0.05243164483761455,0,NORMAL
299,1.0,0.6477399660656872,1.0,0.8943219898197061,1,CRITICAL
300,0.0,0.12097225427565964,0.3135494200183261,0.0990015602863631,0,NORMAL
301,1.0,0.6915811171537349,1.0,0.9074743351461205,1,CRITICAL
302,0.51,0.3872222326784196,0.3655411525287465,0.4442749003092752,1,WATCH
303,0.0,0.25684064549836977,0.1998524189720595,0.11702267744392282,0,NORMAL
304,0.07,0.21195154786828502,0.41126023739747924,0.18083751183998137,1,NORMAL
305,0.16,0.4079556468902696,0.5462754707098455,0.31164178820905,0,WATCH
306,0.0,0.010718110504180367,0.18670846930454602,0.04055712701216332,0,NORMAL
307,1.0,0.9046953416191761,1.0,0.9714086024857529,1,CRITICAL
308,0.26,0.4661580456818111,0.4125542593882392,0.3523582655821912,1,WATCH
309,1.0,0.6930352704889862,1.0,0.9079105811466959,1,CRITICAL
310,1.0,0.8569500595904027,1.0,0.9570850178771209,1,CRITICAL
311,1.0,0.9162543765950645,1.0,0.9748763129785194,1,CRITICAL
312,0.0,0.034892830068727905,0.1815061822575032,0.04676908547211901,0,NORMAL
313,0.17,0.4622824507391508,0.8122008280601809,0.3861249008337815,0,WATCH
314,0.0,0.01460141667678191,0.19426952886468887,0.04323433077597235,0,NORMAL
315,0.01,0.21351171586620002,0.29101259964171133,0.1272560346882023,0,NORMAL
316,1.0,0.6974263921240206,1.0,0.9092279176372062,1,CRITICAL
317,0.06,0.1350134273750756,0.19437880704775812,0.1093797896220743,1,NORMAL
318,0.0,0.022186800280373283,0.1880950384647728,0.04427504777706655,0,NORMAL
319,1.0,0.6797317180527451,1.0,0.9039195154158235,1,CRITICAL
320,0.0,0.007634012294199205,0.2015751279802173,0.04260522928430322,0,NORMAL
321,0.0,0.034951536708140364,0.18438742571255973,0.04736294615495406,0,NORMAL
322,0.0,0.19485362165751138,0.21001016604860365,0.10045811970697414,0,NORMAL
323,0.0,0.004025377585255685,0.1497385165818492,0.031155316591946546,0,NORMAL
324,1.0,0.6810450455911929,1.0,0.9043135136773579,1,CRITICAL
325,0.0,0.01426742434371221,0.18534530762397702,0.04134928882790907,0,NORMAL
326,0.64,0.4743260672002006,0.46601533507167214,0.5555008871743946,1,WATCH
327,1.0,0.4458605629940848,0.47750200725214836,0.7292585703486552,1,HIGH
328,0.09,0.2421758366786846,0.17598543707777034,0.15284983841915945,1,NORMAL
329,0.5,0.7929042476379642,1.0,0.6878712742913893,1,HIGH
330,1.0,0.7007275409544361,1.0,0.9102182622863308,1,CRITICAL
331,1.0,0.6726759749753022,1.0,0.9018027924925907,1,CRITICAL
332,0.33,0.8500799490533228,1.0,0.620023984715997,0,HIGH
333,1.0,0.6895542466166635,1.0,0.9068662739849991,1,CRITICAL
334,0.06,0.4400540834414276,0.4079833241800941,0.2436128898684471,0,NORMAL
335,1.0,0.6180191300630039,1.0,0.8854057390189012,1,CRITICAL
336,0.0,0.009211784289874368,0.17373598773761117,0.03751073283448455,0,NORMAL
337,0.0,0.006967474548456884,0.19797237212763322,0.04168471679006371,0,NORMAL
338,0.16,0.44817347115276934,0.7983707002442869,0.3741261813946882,0,WATCH
339,1.0,0.6963274973493223,1.0,0.9088982492047968,1,CRITICAL
340,0.98,0.8722879577949979,1.0,0.9516863873384993,1,CRITICAL
341,0.73,0.7737210064487251,1.0,0.7971163019346175,1,HIGH
342,0.33,0.7304099178804173,1.0,0.5841229753641253,1,WATCH
343,0.0,0.010087652524411893,0.15577634343953828,0.034181564445231225,0,NORMAL
344,0.0,0.22308328687535617,0.36500517098345653,0.13992602025929815,0,NORMAL
345,0.73,0.23376845664581095,0.18701396802447284,0.47253333059863784,1,WATCH
346,1.0,0.6686611126795101,0.9560810265495143,0.891814539113756,1,CRITICAL
347,0.32,0.7049945621409892,0.8516434911880326,0.5418270668799033,1,WATCH
348,0.98,0.8085938138997723,1.0,0.9325781441699317,1,CRITICAL
349,0.22,0.6528764192741531,1.0,0.505862925782246,1,WATCH
350,0.0,0.14232592171397904,0.2990397890750671,0.10250573432920713,0,NORMAL
351,1.0,0.8452708504644636,1.0,0.953581255139339,1,CRITICAL
352,1.0,0.6710879146081714,1.0,0.9013263743824513,1,CRITICAL
353,0.09,0.28655996535496503,0.5046576329995281,0.23189951620639515,1,NORMAL
354,0.0,0.00964748128385168,0.1849017063179712,0.039874585648749745,0,NORMAL
